id,materialId,judulMateri,mode,indicator,difficulty,difficultyLabel,questionType,question,optA,optB,optC,optD,optE,correct,hint1,hint2,hint3,explanation,remedialMaterialId
M1D-F31-SL-V02,M1D,Bunga Sederhana,PRACTICE,I3,3,Sulit,PG,"Dua pinjaman bermodal Rp5.000.000 selama 10 bulan. Pilihan A bunga 1% per bulan, Pilihan B bunga 10,8% per tahun. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Pilihan B lebih ringan Rp50.000,Pilihan A lebih besar Rp10.000,Pilihan B lebih ringan Rp25.000,C,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp500.000. Bunga B = Rp450.000. Maka pilihan b lebih ringan rp50.000.,M1D/R1
M1D-F31-SL-V03,M1D,Bunga Sederhana,PRACTICE,I3,3,Sulit,PG,"Dua pinjaman bermodal Rp2.400.000 selama 8 bulan. Pilihan A bunga 1,2% per bulan, Pilihan B bunga 9% per tahun. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Pilihan A lebih besar Rp10.000,Keduanya sama,Pilihan B lebih ringan Rp86.400,Pilihan B lebih ringan Rp43.200,D,"Untuk pinjaman, bunga lebih kecil berarti lebih ringan.",Hitung bunga masing-masing pilihan dalam satuan waktu yang sesuai.,,Bunga A = Rp230.400. Bunga B = Rp144.000. Maka pilihan b lebih ringan rp86.400.,M1D/R1
M1D-F32-SL-V01,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Seseorang menabung Rp5.000.000 selama 10 bulan. Bank A memberi bunga 9,6% per tahun, sedangkan Bank B memberi bunga 0,75% per bulan. Kesimpulan yang tepat adalah ....",Keduanya sama,Bank B lebih besar Rp25.000,Bank A lebih besar Rp25.000,Tidak dapat ditentukan,Bank A lebih besar Rp12.500,C,Hitung bunga Bank A dan Bank B secara terpisah.,Bank A menggunakan bulan/12; Bank B menggunakan jumlah bulan.,,"Bunga A = Rp400.000, bunga B = Rp375.000. Bank A lebih besar Rp25.000.",M1D/R1
M1D-F32-SL-V02,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,"Pinjaman Rp4.000.000 selama 9 bulan. Pilihan A bunga 1,3% per bulan, Pilihan B bunga 12% per tahun. Kesimpulan yang tepat adalah ....",Pilihan B lebih ringan Rp108.000,Keduanya sama,Tidak dapat ditentukan,Semua pilihan salah,Pilihan B lebih ringan Rp54.000,A,"Untuk pinjaman, bunga lebih kecil lebih ringan.",Hitung bunga kedua pilihan lalu bandingkan.,,"Bunga A = Rp468.000, bunga B = Rp360.000. Pilihan B lebih ringan Rp108.000.",M1D/R1
M1D-F32-SL-V03,M1D,Bunga Sederhana,PRACTICE,I1,3,Sulit,PG,Dina menabung Rp3.600.000 dengan bunga 8% per tahun selama 15 bulan. Setelah itu ia ingin membeli laptop seharga Rp4.000.000. Kesimpulan yang tepat adalah ....,Kurang Rp40.000,Kurang Rp120.000,Tepat cukup,Cukup dan sisa Rp60.000,Kurang Rp60.000,A,Hitung jumlah akhir tabungan dahulu.,Bandingkan jumlah akhir dengan harga laptop.,,"Jumlah akhir = Rp3.960.000. Harga laptop Rp4.000.000, maka kurang rp40.000.",M1D/R2
M1D-PRE-SL-V03,M1D,Bunga Sederhana,PRETEST,I2,3,Sulit,PG,"Tabungan Rp5.000.000 mendapat bunga sederhana 4,8% per tahun selama 5 tahun. Besar bunga adalah ....",Rp240.000,Rp600.000,Rp960.000,Rp6.200.000,Rp1.200.000,E,,,,Bunga = Rp1.200.000.,R1
M1E-POST-MD-V01,M1E,"Bruto, Neto, dan Tara",POSTTEST,I1,1,Mudah,PG,"Sebuah kemasan memiliki bruto 2 kg dan tara 0,1 kg. Netonya adalah ....",2 kg,"1,9 kg","1,8 kg","2,1 kg","2,2 kg",B,,,,"Neto = 1,9 kg.",R2
M1E-F33-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Berat total barang beserta kemasannya disebut ....,Neto,Bruto,Tara,Diskon,Berat rata-rata,B,Berat total mencakup isi dan kemasan.,Istilah untuk berat kotor adalah bruto.,,Bruto adalah berat total barang beserta kemasannya.,M1E
M1E-F33-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Berat isi bersih tanpa kemasan disebut ....,Tara,Neto,Bruto,Pajak,Berat rata-rata,B,Isi bersih berarti berat barang yang benar-benar digunakan.,Berat bersih disebut neto.,,Neto adalah berat isi bersih tanpa kemasan.,M1E
M1E-F33-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Berat kemasan atau pembungkus disebut ....,Tara,Bruto,Modal,Neto,Berat rata-rata,A,Yang ditanyakan adalah berat pembungkus.,Berat kemasan disebut tara.,,Tara adalah berat kemasan atau pembungkus.,M1E
M1E-F34-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Sebuah kemasan memiliki bruto 2 kg dan tara 0,1 kg. Netonya adalah ....",2 kg,"2,2 kg","1,8 kg","2,1 kg","1,9 kg",E,Neto = bruto − tara.,"Hitung 2 kg − 0,1 kg.",,"Neto = 1,9 kg.",R2
M1E-F34-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Sebuah kemasan memiliki bruto 5 kg dan tara 0,2 kg. Netonya adalah ....",5 kg,"4,7 kg","5,2 kg","4,8 kg","4,6 kg",D,Neto = bruto − tara.,"Hitung 5 kg − 0,2 kg.",,"Neto = 4,8 kg.",R2
M1E-F34-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Sebuah kemasan memiliki bruto 1 kg dan tara 0,05 kg. Netonya adalah ....",1 kg,"0,85 kg","1,05 kg","0,95 kg","0,9 kg",D,Neto = bruto − tara.,"Hitung 1 kg − 0,05 kg.",,"Neto = 0,95 kg.",R2
M1E-F35-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Neto sebuah produk 2 kg dan tara 0,1 kg. Bruto produk tersebut adalah ....","2,1 kg",2 kg,"2,3 kg","1,9 kg","2,2 kg",A,Bruto = neto + tara.,"Hitung 2 kg + 0,1 kg.",,"Bruto = 2,1 kg.",R2
M1E-F35-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Neto sebuah produk 4,8 kg dan tara 0,2 kg. Bruto produk tersebut adalah ....","4,8 kg",5 kg,"5,2 kg","4,6 kg","4,4 kg",B,Bruto = neto + tara.,"Hitung 4,8 kg + 0,2 kg.",,Bruto = 5 kg.,R2
M1E-F35-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Neto sebuah produk 1,5 kg dan tara 0,05 kg. Bruto produk tersebut adalah ....","1,55 kg","1,45 kg","1,5 kg","1,75 kg","1,6 kg",A,Bruto = neto + tara.,"Hitung 1,5 kg + 0,05 kg.",,"Bruto = 1,55 kg.",R2
M1E-F36-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Bruto sebuah produk 2 kg dan netonya 1,8 kg. Tara produk tersebut adalah ....","1,8 kg","0,3 kg","0,4 kg",2 kg,"0,2 kg",E,Tara adalah berat kemasan.,"Hitung 2 kg − 1,8 kg.",,"Tara = 0,2 kg.",R2
M1E-F36-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Bruto sebuah produk 5 kg dan netonya 4,7 kg. Tara produk tersebut adalah ....","0,3 kg",5 kg,"0,4 kg","4,7 kg","0,6 kg",A,Tara adalah berat kemasan.,"Hitung 5 kg − 4,7 kg.",,"Tara = 0,3 kg.",R2
M1E-F36-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Bruto sebuah produk 1 kg dan netonya 0,95 kg. Tara produk tersebut adalah ....",1 kg,"0,05 kg","0,15 kg","0,95 kg","0,1 kg",B,Tara adalah berat kemasan.,"Hitung 1 kg − 0,95 kg.",,"Tara = 0,05 kg.",R2
M1E-F37-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Bruto sebuah kemasan 5 kg. Tara adalah 4% dari bruto. Besar tara adalah ....,"0,2 kg","0,4 kg",5 kg,"4,8 kg","0,25 kg",A,Tara persen dihitung dari bruto.,Hitung 4% × 5 kg terlebih dahulu.,,"Tara = 4% × 5 kg = 0,2 kg.",R1
M1E-F37-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Bruto sebuah kemasan 2 kg. Tara adalah 5% dari bruto. Neto kemasan tersebut adalah ....,"1,9 kg",2 kg,Tidak dapat ditentukan,"0,1 kg","1,88 kg",A,Tara persen dihitung dari bruto.,Hitung 5% × 2 kg terlebih dahulu.,,"Tara = 0,1 kg. Neto = 2 kg − 0,1 kg = 1,9 kg.",R1/R2
M1E-F37-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Bruto sebuah kemasan 10 kg. Tara adalah 2% dari bruto. Neto kemasan tersebut adalah ....,"9,8 kg",Tidak dapat ditentukan,10 kg,"0,2 kg","9,7 kg",A,Tara persen dihitung dari bruto.,Hitung 2% × 10 kg terlebih dahulu.,,"Tara = 0,2 kg. Neto = 10 kg − 0,2 kg = 9,8 kg.",R1/R2
M1E-F38-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I2,1,Mudah,PG,500 gram sama dengan ....,5 kg,"0,05 kg",50 kg,"0,5 kg","0,005 kg",D,1 kg = 1.000 gram.,"500 ÷ 1.000 = 0,5.",,"500 gram = 0,5 kg.",R2
M1E-F38-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I2,1,Mudah,PG,"2,5 kg sama dengan ....",250 gram,25.000 gram,2.500 gram,250.000 gram,25 gram,C,"Untuk mengubah kg ke gram, kalikan 1.000.","2,5 × 1.000 = 2.500.",,"2,5 kg = 2.500 gram.",R2
M1E-F38-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I2,1,Mudah,PG,250 gram sama dengan ....,"0,0025 kg",25 kg,"0,025 kg","2,5 kg","0,25 kg",E,Ubah gram ke kilogram dengan membagi 1.000.,"250 ÷ 1.000 = 0,25.",,"250 gram = 0,25 kg.",R2
M1E-F39-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,1,Mudah,PG,"Produk A memiliki bruto 2 kg dan tara 0,1 kg. Produk B memiliki bruto 1,85 kg dan tara 0 kg. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Produk B lebih besar 50 gram,Produk A lebih besar 50 gram,Keduanya sama,Produk A lebih besar 150 gram,C,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 1,9 kg. Neto B = 1,85 kg. Produk A lebih besar 50 gram.",R1/R2
M1E-F39-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,1,Mudah,PG,"Produk A memiliki bruto 0,9 kg dan tara 0 kg. Produk B memiliki bruto 1 kg dan tara 0,05 kg. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Produk A lebih besar 100 gram,Produk B lebih besar 50 gram,Produk B lebih besar 100 gram,D,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 0,9 kg. Neto B = 0,95 kg. Produk B lebih besar 50 gram.",R1/R2
M1E-F39-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,1,Mudah,PG,"Produk A memiliki bruto 1,5 kg dan tara 0,2 kg. Produk B memiliki bruto 1,3 kg dan tara 0 kg. Kesimpulan yang tepat adalah ....",Produk A lebih besar 100 gram,Keduanya sama,Semua pilihan salah,Tidak dapat ditentukan,Produk A lebih besar 200 gram,B,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 1,3 kg. Neto B = 1,3 kg. Keduanya sama.",R1/R2
M1E-F40-MD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,"Bruto sebuah barang 3 kg dan tara 0,2 kg. Neto barang tersebut adalah ....","3,2 kg","2,6 kg","3,5 kg",3 kg,"2,8 kg",E,Neto = bruto − tara.,"Hitung 3 kg − 0,2 kg.",,"Neto = 2,8 kg.",R2
M1E-F40-MD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,1,Mudah,PG,Neto sebuah produk 950 gram dan tara 50 gram. Brutonya adalah ....,1.000 gram,1.050 gram,950 gram,900 gram,850 gram,A,Bruto = neto + tara.,Tambahkan 950 gram dan 50 gram.,,Bruto = 1.000 gram.,R2
M1E-F40-MD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I2,1,Mudah,PG,"Bruto sebuah produk 2 kg dan netonya 1,85 kg. Tara produk tersebut adalah ....","0,1 kg",2 kg,"0,25 kg","0,05 kg","0,15 kg",E,Tara = bruto − neto.,"Hitung 2 kg − 1,85 kg.",,"Tara = 0,15 kg.",R2
M1E-PRE-MD-V03,M1E,"Bruto, Neto, dan Tara",PRETEST,I1,1,Mudah,PG,Berat kemasan atau pembungkus disebut ....,Berat rata-rata,Bruto,Modal,Neto,Tara,E,,,,Tara adalah berat kemasan atau pembungkus.,M1E
M1E-PRE-MD-V02,M1E,"Bruto, Neto, dan Tara",PRETEST,I1,1,Mudah,PG,"Neto sebuah produk 4,8 kg dan tara 0,2 kg. Bruto produk tersebut adalah ....","4,8 kg",5 kg,"5,2 kg","4,6 kg","4,4 kg",B,,,,Bruto = 5 kg.,R2
M1E-POST-SD-V03,M1E,"Bruto, Neto, dan Tara",POSTTEST,I1,2,Sedang,PG,"Neto sebuah produk 1.800 gram dan tara 0,25 kg. Bruto produk tersebut adalah ....","2,05 kg","2,5 kg","1,8 kg","1,55 kg","1,75 kg",A,,,,"Bruto = 1,8 kg + 0,25 kg = 2,05 kg.",R2
M1E-F33-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Satu karung beras memiliki berat total 10 kg, termasuk karungnya. Berat total tersebut disebut ....",Harga akhir,Bruto,Tara,Neto,Berat rata-rata,B,Berat total berarti isi beras ditambah karung.,Berat total barang dan kemasannya adalah bruto.,,Berat total 10 kg termasuk karung adalah bruto.,M1E
M1E-F33-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Sebuah kotak teh memiliki isi bersih 500 gram. Berat 500 gram tersebut disebut ....,Bruto,Neto,Ongkir,Tara,Berat rata-rata,B,Isi bersih tidak termasuk kotak atau kemasan.,Isi bersih disebut neto.,,Berat 500 gram sebagai isi bersih disebut neto.,M1E
M1E-F33-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Sebuah kemasan tepung memiliki berat pembungkus 50 gram. Berat pembungkus tersebut disebut ....,Tara,Untung,Bruto,Neto,Berat rata-rata,A,"Yang ditanyakan bukan isi tepung, tetapi pembungkusnya.",Berat pembungkus adalah tara.,,Berat pembungkus 50 gram merupakan tara.,M1E
M1E-F34-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Sebuah kemasan memiliki bruto 3,5 kg dan tara 0,25 kg. Netonya adalah ....","3,25 kg","3,15 kg","3,75 kg","3,5 kg",3 kg,A,Neto = bruto − tara.,"Hitung 3,5 kg − 0,25 kg.",,"Neto = 3,25 kg.",R2
M1E-F34-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Sebuah produk memiliki bruto 1.200 gram dan tara 150 gram. Neto produk adalah ....,1.200 gram,950 gram,1.350 gram,1.050 gram,900 gram,D,Neto = bruto − tara.,Hitung 1.200 gram − 150 gram.,,Neto = 1.050 gram.,R2
M1E-F34-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Sebuah produk memiliki bruto 750 gram dan tara 50 gram. Neto produk adalah ....,700 gram,750 gram,800 gram,600 gram,650 gram,A,Neto = bruto − tara.,Hitung 750 gram − 50 gram.,,Neto = 700 gram.,R2
M1E-F35-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Neto sebuah produk 850 gram dan tara 75 gram. Bruto produk tersebut adalah ....,850 gram,975 gram,775 gram,925 gram,1000 gram,D,Bruto = neto + tara.,Hitung 850 gram + 75 gram.,,Bruto = 925 gram.,R2
M1E-F35-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Neto sebuah produk 1,25 kg dan tara 0,2 kg. Bruto produk tersebut adalah ....","1,05 kg","1,45 kg","1,25 kg","1,65 kg","1,15 kg",B,Bruto = neto + tara.,"Hitung 1,25 kg + 0,2 kg.",,"Bruto = 1,45 kg.",R2
M1E-F35-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Neto sebuah produk 2.400 gram dan tara 300 gram. Bruto produk tersebut adalah ....,2.100 gram,2.700 gram,2.400 gram,2.750 gram,3000 gram,B,Bruto = neto + tara.,Hitung 2.400 gram + 300 gram.,,Bruto = 2.700 gram.,R2
M1E-F36-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Bruto sebuah produk 1.200 gram dan netonya 1.050 gram. Tara produk tersebut adalah ....,1.200 gram,1.050 gram,250 gram,300 gram,150 gram,E,Tara adalah berat kemasan.,Hitung 1.200 gram − 1.050 gram.,,Tara = 150 gram.,R2
M1E-F36-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Bruto sebuah produk 2,5 kg dan netonya 2,2 kg. Tara produk tersebut adalah ....","0,4 kg","2,5 kg","0,6 kg","2,2 kg","0,3 kg",E,Tara adalah berat kemasan.,"Hitung 2,5 kg − 2,2 kg.",,"Tara = 0,3 kg.",R2
M1E-F36-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Bruto sebuah produk 3.000 gram dan netonya 2.750 gram. Tara produk tersebut adalah ....,350 gram,2.750 gram,3.000 gram,500 gram,250 gram,E,Tara adalah berat kemasan.,Hitung 3.000 gram − 2.750 gram.,,Tara = 250 gram.,R2
M1E-F37-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Bruto sebuah kemasan 25 kg. Tara adalah 1,6% dari bruto. Besar tara adalah ....","0,4 kg","24,6 kg","0,8 kg",25 kg,"0,65 kg",A,Tara persen dihitung dari bruto.,"Hitung 1,6% × 25 kg terlebih dahulu.",,"Tara = 1,6% × 25 kg = 0,4 kg.",R1
M1E-F37-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Bruto sebuah kemasan 8 kg. Tara adalah 6,25% dari bruto. Neto kemasan tersebut adalah ....","7,5 kg","0,5 kg",8 kg,Tidak dapat ditentukan,"7,42 kg",A,Tara persen dihitung dari bruto.,"Hitung 6,25% × 8 kg terlebih dahulu.",,"Tara = 0,5 kg. Neto = 8 kg − 0,5 kg = 7,5 kg.",R1/R2
M1E-F37-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Bruto sebuah kemasan 12 kg. Tara adalah 2,5% dari bruto. Neto kemasan tersebut adalah ....","11,7 kg","0,3 kg",12 kg,Tidak dapat ditentukan,"11,58 kg",A,Tara persen dihitung dari bruto.,"Hitung 2,5% × 12 kg terlebih dahulu.",,"Tara = 0,3 kg. Neto = 12 kg − 0,3 kg = 11,7 kg.",R1/R2
M1E-F38-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Sebuah produk memiliki bruto 1,5 kg dan tara 250 gram. Neto produk dalam gram adalah ....",1.500 gram,12500 gram,1.000 gram,1.750 gram,1.250 gram,E,"Ubah 1,5 kg menjadi gram.","1,5 kg = 1.500 gram.",,Neto = 1.500 gram − 250 gram = 1.250 gram.,R2
M1E-F38-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Bruto sebuah barang 3 kg dan netonya 2.700 gram. Tara barang tersebut adalah ....,"0,2 kg","0,4 kg","0,3 kg","0,7 kg",3 kg,C,Ubah 3 kg menjadi gram atau neto ke kg.,3 kg = 3.000 gram.,,"Tara = 300 gram = 0,3 kg.",R2
M1E-F38-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Neto sebuah produk 1.800 gram dan tara 0,25 kg. Bruto produk tersebut adalah ....","2,05 kg","2,5 kg","1,8 kg","1,55 kg","20,5 kg",A,Ubah 1.800 gram menjadi kg.,"1.800 gram = 1,8 kg.",,"Bruto = 1,8 kg + 0,25 kg = 2,05 kg.",R2
M1E-F39-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,2,Sedang,PG,"Produk A memiliki bruto 2,5 kg dan tara 0,25 kg. Produk B memiliki bruto 2,4 kg dan tara 0,1 kg. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Produk A lebih besar 100 gram,Produk B lebih besar 50 gram,Produk B lebih besar 100 gram,D,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 2,25 kg. Neto B = 2,3 kg. Produk B lebih besar 50 gram.",R1/R2
M1E-F39-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,2,Sedang,PG,"Produk A memiliki bruto 1,8 kg dan tara 0,15 kg. Produk B memiliki bruto 1,7 kg dan tara 0,08 kg. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Keduanya sama,Produk A lebih besar 30 gram,Produk B lebih besar 30 gram,Produk A lebih besar 100 gram,C,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 1,65 kg. Neto B = 1,62 kg. Produk A lebih besar 30 gram.",R1/R2
M1E-F39-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I3,2,Sedang,PG,"Produk A memiliki bruto 4 kg dan tara 0,2 kg. Produk B memiliki bruto 3,75 kg dan tara 0 kg. Kesimpulan yang tepat adalah ....",Tidak dapat ditentukan,Produk B lebih besar 50 gram,Produk A lebih besar 50 gram,Keduanya sama,Produk A lebih besar 250 gram,C,Hitung neto masing-masing produk dengan satuan yang sama.,Neto = bruto − tara.,,"Neto A = 3,8 kg. Neto B = 3,75 kg. Produk A lebih besar 50 gram.",R1/R2
M1E-F40-SD-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,Sebuah kemasan memiliki bruto 5 kg. Tara 4% dari bruto. Neto kemasan tersebut adalah ....,"4,8 kg","4,7 kg","5,2 kg","4,6 kg",5 kg,A,Hitung tara persen terlebih dahulu.,"4% dari 5 kg = 0,2 kg.",,"Neto = 5 kg − 0,2 kg = 4,8 kg.",R1/R2
M1E-F40-SD-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Sebuah produk memiliki bruto 2,4 kg dan tara 150 gram. Neto produk dalam gram adalah ....",2.550 gram,2.150 gram,2.400 gram,2.250 gram,2100 gram,D,"Ubah 2,4 kg menjadi gram.","2,4 kg = 2.400 gram.",,Neto = 2.400 gram − 150 gram = 2.250 gram.,R2
M1E-F40-SD-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,2,Sedang,PG,"Neto sebuah produk 3,6 kg dan tara 400 gram. Bruto produk tersebut adalah ....","3,8 kg","3,2 kg","4,4 kg","3,6 kg",4 kg,E,Ubah 400 gram menjadi kg.,"400 gram = 0,4 kg.",,"Bruto = 3,6 kg + 0,4 kg = 4,0 kg.",R2
M1E-PRE-SD-V01,M1E,"Bruto, Neto, dan Tara",PRETEST,I1,2,Sedang,PG,Neto sebuah produk 850 gram dan tara 75 gram. Bruto produk tersebut adalah ....,850 gram,975 gram,775 gram,925 gram,1075 gram,D,,,,Bruto = 925 gram.,R2
M1E-PRE-SD-V02,M1E,"Bruto, Neto, dan Tara",PRETEST,I1,2,Sedang,PG,Sebuah produk memiliki bruto 1.200 gram dan tara 150 gram. Neto produk adalah ....,1.200 gram,950 gram,1.350 gram,900 gram,1.050 gram,E,,,,Neto = 1.050 gram.,R2
M1E-POST-SL-V03,M1E,"Bruto, Neto, dan Tara",POSTTEST,I1,3,Sulit,PG,"Pada produk kemasan, informasi neto paling berguna untuk mengetahui ....",Berat total barang dan kemasan,Harga setelah diskon,Berat kemasan saja,Berat kemasan yang dibuang,Isi bersih yang dapat digunakan,E,,,,Neto menunjukkan berat isi bersih yang dapat digunakan.,M1E
M1E-F33-SL-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,Sebuah produk memiliki bruto 2 kg dan tara 100 gram. Pernyataan yang benar adalah ....,Neto lebih kecil daripada bruto,Tara adalah berat isi produk,Neto produk pasti 2 kg,Bruto lebih kecil daripada neto,Tara selalu lebih besar daripada neto,A,Bruto mencakup isi dan kemasan.,"Karena ada kemasan, isi bersih lebih kecil dari berat total.",,"Neto = bruto − tara, sehingga neto lebih kecil daripada bruto jika tara lebih dari nol.",M1E
M1E-F33-SL-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,"Jika bruto suatu barang adalah 5 kg dan netonya 4,8 kg, maka tara barang tersebut ....",Lebih kecil dari neto,Lebih besar dari bruto,Sama dengan bruto,Sama dengan neto,Lebih besar dari neto tetapi lebih kecil dari bruto,A,Tara adalah selisih bruto dan neto.,"Dalam konteks ini, tara hanya berat kemasan.",,"Tara = 5 kg − 4,8 kg = 0,2 kg, lebih kecil dari neto.",M1E
M1E-F33-SL-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,"Pada produk kemasan, informasi neto paling berguna untuk mengetahui ....",Berat total barang dan kemasan,Harga setelah diskon,Berat kemasan saja,Berat kemasan yang dibuang,Isi bersih yang dapat digunakan,E,Neto berhubungan dengan isi bersih.,Pembeli biasanya membandingkan isi yang benar-benar didapat.,,Neto menunjukkan berat isi bersih yang dapat digunakan.,M1E
M1E-F34-SL-V01,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,Sebuah produk memiliki bruto 10.000 gram dan tara 350 gram. Neto produk adalah ....,9.650 gram,10.000 gram,9.550 gram,10.350 gram,9300 gram,A,Neto = bruto − tara.,Hitung 10.000 gram − 350 gram.,,Neto = 9.650 gram.,R2
M1E-F34-SL-V02,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,"Sebuah kemasan memiliki bruto 2,75 kg dan tara 0,18 kg. Netonya adalah ....","2,57 kg","2,47 kg","2,75 kg","2,93 kg","2,39 kg",A,Neto = bruto − tara.,"Hitung 2,75 kg − 0,18 kg.",,"Neto = 2,57 kg.",R2
M1E-F34-SL-V03,M1E,"Bruto, Neto, dan Tara",PRACTICE,I1,3,Sulit,PG,"Satu dus makanan memiliki bruto 4,2 kg. Tara dus adalah 0,35 kg. Jika isi makanan dibagi rata ke 7 kantong, neto tiap kantong adalah ....","0,5 kg","0,6 kg","3,85 kg","0,55 kg","3,5 kg",D,Neto = bruto − tara.,"Neto total = 4,2 kg − 0,35 kg, lalu bagi 7.",,"Neto total = 3,85 kg. Neto per kantong = 0,55 kg.",R3
